designation,winery,variety,region_1,province,country,price,points,latitud,longitud,elevation
Limited Selection,Gainey,Pinot Noir,Sta. Rita Hills,California,US,48.0,91,34.6080303,-120.0651102,203.7312164306641
Margheria,Luigi Pira,Nebbiolo,Barolo,Piedmont,Italy,40.0,90,,,
Petit Devois,Vignobles Jeanjean,Syrah-Grenache,Coteaux du Languedoc,Languedoc-Roussillon,France,13.0,84,43.660878,3.4621723,84.70780181884766
Les Pommiers,EnRoute,Pinot Noir,Russian River Valley,California,US,50.0,93,38.9119799,-123.0537083,128.3678436279297
Cellar No. One Reserve,Chateau Reynella,Shiraz,McLaren Vale,South Australia,Australia,65.0,91,-35.09814,138.527444,88.48503875732422
Teres,Fatalone,Primitivo,Puglia,Southern Italy,Italy,16.0,83,40.764174,16.955452,360.0236511230469
Monvigliero,Comm. G. B. Burlotto,Nebbiolo,Barolo,Piedmont,Italy,63.0,94,44.6669694,7.930855599999999,359.9443664550781
Unfiltered,Newton,Merlot,Napa Valley,California,US,60.0,92,38.500989,-122.497092,240.0864868164062
RSW,Wirra Wirra,Shiraz,McLaren Vale,South Australia,Australia,60.0,90,-35.22601,138.5677841,82.66394805908203
Trah Lah Lah,O'Vineyards,Merlot-Cabernet Sauvignon,Vin de Pays Cité de Carcassonne,Languedoc-Roussillon,France,13.0,87,43.259915,2.340607,160.4262084960938
Oregon,Coeur de Terre,Pinot Noir,McMinnville,Oregon,US,20.0,86,45.1805222,-123.3314922,130.3410339355469
Col del Sas Extra Dry,Spagnol,Prosecco,Prosecco di Valdobbiadene,Veneto,Italy,18.0,86,45.905948,12.058856,243.6866607666016
Le Chemin des Loges Sec,Domaine les Loges de la Folie,Chenin Blanc,Montlouis-sur-Loire,Loire Valley,France,30.0,87,47.3926452,0.8903234,80.61029052734375
Selected Vineyards,Concannon,Chardonnay,Central Coast,California,US,10.0,85,37.666199,-121.7397388,178.6521301269531
Haynes Vineyard,Whitford Cellars,Pinot Noir,Napa Valley,California,US,23.0,88,38.5787965,-122.5797054,108.0858535766602
Podere il Poggiolo,Roberto Cosimi,Sangiovese,Brunello di Montalcino,Tuscany,Italy,50.0,93,43.0551015,11.4890032,550.1124267578125
QED Axiom of Choice,Rasa,Cabernet Franc,Columbia Valley (WA),Washington,US,35.0,92,46.010507,-118.3171553,301.3080444335938
Equinoxe,Le Cadeau,Pinot Noir,Willamette Valley,Oregon,US,47.0,90,45.27249,-123.0161911,56.5045051574707
R,DiStefano,Syrah,Columbia Valley (WA),Washington,US,29.0,86,47.7626529,-122.149388,65.89633178710938
Campora,Falchini,Cabernet Sauvignon,Toscana,Tuscany,Italy,75.0,86,43.48068749999999,11.0433125,239.6471557617188
Crowley Station Vineyards,Day,Pinot Noir,Eola-Amity Hills,Oregon,US,45.0,86,45.1073289,-123.1347991,217.6023864746094
Reserve,Christiano Family,Chardonnay,North Fork of Long Island,New York,US,16.0,86,40.9445753,-72.626999,11.11079692840576
Reserve,Dry Creek Vineyard,Zinfandel,Dry Creek Valley,California,US,30.0,90,38.65291,-122.924876,50.20907211303711
Riserva,Casa Sola,Red Blend,Chianti Classico,Tuscany,Italy,29.0,87,43.5263946,11.210536,334.9024963378906
Mesa Verde Vineyard,Brander,Syrah,Santa Barbara County,California,US,20.0,90,34.6573086,-120.0983387,253.3402099609375
Enz Vineyard,Kenneth Volk,Zinfandel,Lime Kiln Valley,California,US,36.0,87,34.8710035,-120.245533,176.1456604003906
Don Juan Nahuel Reserva,Cielo y Tierra,Malbec,Mendoza,Mendoza Province,Argentina,41.0,90,-32.8894587,-68.8458386,768.7654418945312
Villa al Cortile Riserva,Piccini,Sangiovese Grosso,Brunello di Montalcino,Tuscany,Italy,60.0,91,43.0085661,11.4367505,273.0842895507812
Réserve,Pierre Sparr,Gewürztraminer,Alsace,Alsace,France,21.0,86,48.1589834,7.326862200000001,216.6191558837891
Tadpole,Gemtree,Shiraz,McLaren Vale,South Australia,Australia,14.0,89,-35.2117885,138.6072534,137.9687957763672
Vigna Quattro Confini,Benito Ferrara,Aglianico,Irpinia,Southern Italy,Italy,21.0,86,41.019526,14.822301,413.6022644042969
Retour des Palombières,Château Haut-Peyrous,Bordeaux-style Red Blend,Graves,Bordeaux,France,28.0,89,44.508042,-0.2396749,79.86717987060547
Villa di Vetrice Riserva,Grati,Sangiovese,Chianti Rufina,Tuscany,Italy,21.0,87,43.8138485,11.4804706,107.2121047973633
The Factor,Torbreck,Shiraz,Barossa Valley,South Australia,Australia,105.0,92,-34.476955,138.950515,270.6495056152344
Vigna di Pianrosso Santa Caterina d'Oro Riserva,Ciacci Piccolomini d'Aragona,Sangiovese Grosso,Brunello di Montalcino,Tuscany,Italy,65.0,87,42.9906391,11.5109729,297.6702575683594
Clos Marguerite Massaut,Château Lagrézette,Malbec,Cahors,Southwest France,France,55.0,92,44.487264,1.363775,135.50830078125
Hyde Vineyard,Patz & Hall,Chardonnay,Carneros,California,US,55.0,92,38.2643973,-122.4393295,11.09519672393799
Riviera,Pali,Pinot Noir,Sonoma Coast,California,US,19.0,83,38.4242109,-123.1011733,103.2652435302734
Diamant Bleu,Vranken,Champagne Blend,Champagne,Champagne,France,125.0,86,,,
Alto Vineyards,Pedroncelli,Sangiovese,Dry Creek Valley,California,US,15.0,87,38.7050041,-122.9369553,90.99755096435547
Blue Moon,Bridgeview,Riesling,Oregon,Oregon,US,10.0,84,42.1259478,-123.6058996,415.9505004882812
Oppenlander,Harmonique,Pinot Noir,Anderson Valley,California,US,42.0,90,39.0098243,-123.3676823,116.3671875
Lambrusco dell'Emilia,Zonin,Lambrusco,Emilia-Romagna,Central Italy,Italy,6.0,81,44.5967607,11.2186396,24.28293228149414
Durell Vineyard,Armida,Chardonnay,Sonoma Coast,California,US,45.0,90,38.5885292,-122.8805448,33.87196731567383
Bedrock,Enkidu,Zinfandel,Sonoma Valley,California,US,28.0,85,38.2615838,-122.4407027,11.48600292205811
No. 33,JCB,Chardonnay,Russian River Valley,California,US,75.0,91,38.4836416,-122.8175328,33.26132202148438
Estate Bottled,Mount Eden,Chardonnay,Santa Cruz Mountains,California,US,55.0,94,37.2650644,-122.0796752,594.3716430664062
Laforet,Joseph Drouhin,Chardonnay,Bourgogne,Burgundy,France,13.0,84,,,
Vincè,Foderà,Merlot,Sicilia,Sicily & Sardinia,Italy,40.0,89,37.5999938,14.0153557,622.5406494140625
Proprietary,Eponymous,White Blend,Carneros,California,US,28.0,87,36.778261,-119.4179324,145.0071258544922
Reserva,Campo Viejo,Tempranillo,Rioja,Northern Spain,Spain,14.0,84,42.2870733,-2.539603,976.5285034179688
Cuvée,Villa Sandi,Sparkling Blend,Prosecco di Valdobbiadene,Veneto,Italy,20.0,89,45.8854966,12.0056249,198.8147735595703
Syrah,Cave de Tain,Rosé,Vin de Pays des Collines Rhodaniennes,Rhône Valley,France,10.0,86,45.0721763,4.8455917,122.3912506103516
Reserve,Martin Ray,Cabernet Sauvignon,Stags Leap District,California,US,45.0,92,38.4687308,-122.8507472,66.85154724121094
Riserva la Forra,Tenuta di Nozzole,Sangiovese,Chianti Classico,Tuscany,Italy,47.0,90,43.6320746,11.3012679,257.3803405761719
The Peasant,Four Vines,Rhône-style Red Blend,Paso Robles,California,US,38.0,80,35.706631,-120.6799925,207.7155914306641
V,Vivencias,Tempranillo,Vino de Calidad de Valtiendas,Northern Spain,Spain,40.0,86,41.4781804,-3.9174139,915.7481079101562
Monti Garbi,Tenuta Sant'Antonio,"Corvina, Rondinella, Molinara",Valpolicella Superiore Ripasso,Veneto,Italy,18.0,89,45.5205517,10.8869911,149.1063232421875
Marjorie Vineyard,Cristom,Pinot Noir,Eola-Amity Hills,Oregon,US,65.0,93,45.034548,-123.120539,89.85041046142578
Luxe,Domaine Ste. Michelle,Sparkling Blend,Columbia Valley (WA),Washington,US,23.0,89,47.7298044,-122.1493133,15.4883975982666
The Originals,Magnificent Wine Company,Riesling,Columbia Valley (WA),Washington,US,11.0,87,47.7510741,-120.7401385,614.4942016601562
Clos Triguedina Les Petites Cailles,Jean-Luc Baldès,Malbec,Cahors,Southwest France,France,30.0,94,44.4475229,1.441989,129.5788879394531
Estate Grown,Mounts,Grenache,Dry Creek Valley,California,US,34.0,88,38.61054,-122.873166,32.43406295776367
Père de Famille,Betz Family,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,65.0,96,47.7188972,-122.1329025,32.22835540771484
Biancone,Villa Schinosa,White Blend,Puglia,Southern Italy,Italy,22.0,86,41.24632099999999,16.413113,67.96434020996094
Étoile Tête de Cuvée,Chandon,Sparkling Blend,Napa-Sonoma,California,US,100.0,95,38.3972783,-122.3648698,42.85358047485352
Herrick Red,Conn Creek,Red Blend,Napa Valley,California,US,18.0,88,38.4862203,-122.4048709,55.6222038269043
Estate,Algodon,Malbec,San Rafael,Mendoza Province,Argentina,22.0,89,-34.646365,-68.462169,791.575439453125
Il Pigno,Marcato,Garganega,Soave Classico,Veneto,Italy,24.0,86,45.4628192,11.8301839,18.54377937316895
Famiglia Bianchi,Valentin Bianchi,Sauvignon Blanc,San Rafael,Mendoza Province,Argentina,16.0,84,-34.5828004,-68.42337859999999,767.2411499023438
Sea Mist Single Site,Zonte's Footstep,Verdelho,Langhorne Creek,South Australia,Australia,15.0,88,-35.2139178,138.5944998,110.3362579345703
Le Vigne di San Domenico,Sylvester,Petite Sirah,Paso Robles,California,US,29.0,84,35.674848,-120.6586765,233.9956817626953
Harmony3 Reserve Blend,Bourassa Vineyards,Bordeaux-style Red Blend,Napa Valley,California,US,48.0,87,38.227817,-122.2539269,21.77340316772461
Weir Vineyard,Bink,Pinot Noir,Yorkville Highlands,California,US,40.0,87,36.778261,-119.4179324,145.0071258544922
Domaine Drouhin-Vaudon Les Clos Grand Cru,Joseph Drouhin,Chardonnay,Chablis,Burgundy,France,80.0,94,,,
Io sono Gaia non sono Lucrezia,Le Caniette,Pecorino,Offida Pecorino,Central Italy,Italy,29.0,90,43.0073394,13.7695368,331.076904296875
Viña Real Crianza,CVNE,Tempranillo,Rioja,Northern Spain,Spain,18.0,88,42.2870733,-2.539603,976.5285034179688
Kite's Rest,Black Kite,Pinot Noir,Anderson Valley,California,US,45.0,89,39.0915603,-123.4920291,69.604248046875
Maximum,Labouré-Roi,Pinot Noir,Bourgogne,Burgundy,France,16.0,86,47.124868,4.965228,229.6663513183594
Cuvée C Extra Dry,Carmina,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,20.0,88,45.915836,12.166491,150.8787078857422
Cuvee Niclaire,Testarossa,Pinot Noir,California,California,US,75.0,88,37.21347799999999,-121.981544,204.8062286376953
Viura Chardonnay,Ochoa,White Blend,Navarra,Northern Spain,Spain,14.0,80,42.4851701,-1.6562621,388.4067993164062
Block 2 Vineyard,IL Gioiello,Zinfandel,Amador County,California,US,25.0,84,38.4812303,-120.8484166,331.4483337402344
S-bar,Baileyana,Pinot Noir,Edna Valley,California,US,50.0,90,35.227335,-120.599702,107.036735534668
Estate Bottled,Cedar Creek,Cabernet Franc,Shenandoah Valley,Virginia,US,19.0,87,37.6450734,-79.57923009999999,381.0280151367188
Stella Mae,Sparkman,Syrah,Red Mountain,Washington,US,40.0,89,46.2979123,-119.4408562,376.1915588378906
Private Reserve,Beringer,Cabernet Sauvignon,Napa Valley,California,US,100.0,86,38.5101424,-122.4799022,87.92298889160156
Alma de Luon,Bodegas Luzón,Red Blend,Jumilla,Levante,Spain,40.0,93,38.4471529,-1.3409449,474.0923156738281
Her Silhouette,Amalie Robert,Chardonnay,Willamette Valley,Oregon,US,22.0,90,44.875404,-123.3014274,164.7144775390625
Old Bush Vine GMS Grenache-Mourvèdre-Shiraz,Schild Estate,G-S-M,Barossa,South Australia,Australia,15.0,88,-34.59126510000001,138.8609345,197.5328216552734
Pearl,Hearthstone,Roussanne-Viognier,Paso Robles,California,US,20.0,85,35.5659535,-120.7837544,337.7503967285156
Secolo Red Wine,Sebastiani,Bordeaux-style Red Blend,Sonoma County,California,US,30.0,92,38.29323189999999,-122.4494171,33.73669052124023
Brut,La Tordera,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,12.0,87,45.863342,12.051261,146.322998046875
Reserve,Martin Ray,Cabernet Sauvignon,Santa Cruz Mountains,California,US,45.0,87,37.1108921,-121.8448906,1139.196655273438
The Spellbinder Red,Sleight of Hand,Red Blend,Columbia Valley (WA),Washington,US,19.0,87,46.004211,-118.380784,235.6211547851562
Prugnolo,Boscarelli,Red Blend,Rosso di Montepulciano,Tuscany,Italy,25.0,88,43.105494,11.850853,299.7255249023438
Stentiford's Reserve Old Vines,McWilliam's of Coonawarra,Shiraz,Coonawarra,South Australia,Australia,55.0,89,-37.28746,140.8553875,61.9582405090332
Estate,Laetitia,Chardonnay,Arroyo Grande Valley,California,US,18.0,89,35.0921371,-120.5358588,104.4671249389648
No. 8 Pinot Noir,JCB,Rosé,Russian River Valley,California,US,25.0,85,38.4836416,-122.8175328,33.26132202148438
Estate,Laetitia,Pinot Noir,Arroyo Grande Valley,California,US,25.0,89,35.0921371,-120.5358588,104.4671249389648
Bistro Wine,Barton & Guestier,Cabernet Sauvignon,Vin de Pays d'Oc,Languedoc-Roussillon,France,9.0,82,43.5912356,3.2583626,356.6410522460938
Old Vine,Sineann,Zinfandel,Columbia Valley (OR),Oregon,US,36.0,93,45.245624,-122.888048,36.16057968139648
Comtes de Champagne Blanc de Blancs,Taittinger,Chardonnay,Champagne,Champagne,France,180.0,96,38.25552,-122.3513889,50.26198196411133
Tempranillo,Condado de Oriza,Tempranillo,Ribera del Duero,Northern Spain,Spain,11.0,83,41.7678805,-3.6942292,856.1077270507812
Rabajà,Ca' du Rabajà,Nebbiolo,Barbaresco,Piedmont,Italy,52.0,91,44.7191139,8.0847939,285.2626342773438
Grand Estates,Columbia Crest,Cabernet Sauvignon,Columbia Valley (WA),Washington,US,12.0,90,45.9570837,-119.6095194,198.675048828125
Il Soller Extra Dry,Marsuret,Glera,Conegliano Valdobbiadene Prosecco Superiore,Veneto,Italy,16.0,87,45.906068,12.063322,228.8266448974609
Flor del Montgó,Montgó,Monastrell,Yecla,Levante,Spain,12.0,81,38.6122134,-1.110112,602.02734375
Estate,Regale Winery and Vineyards,Pinot Noir,Santa Cruz Mountains,California,US,65.0,90,37.1223068,-121.9330444,476.8297424316406
Atio,Emina,Tempranillo,Ribera del Duero,Northern Spain,Spain,55.0,87,41.7820044,-3.6623239,903.5753784179688
Brut,Lantieri de Paratico,Sparkling Blend,Franciacorta,Lombardy,Italy,30.0,89,45.4784563,9.1884004,124.3204345703125
Old Vines,Shaya,Verdejo,Rueda,Northern Spain,Spain,15.0,90,41.4108743,-4.9597661,725.7798461914062
Barrel Select,Foley,Chardonnay,Sta. Rita Hills,California,US,35.0,92,34.6505835,-120.3022173,207.2787475585938
Nova Vineyard,X,Zinfandel,Lake County,California,US,20.0,82,39.08396440000001,-122.8084496,402.5
John Riddoch Limited Release,Wynns Coonawarra Estate,Cabernet Sauvignon,Coonawarra,South Australia,Australia,45.0,93,-37.292866,140.829855,59.88811492919922
Rosso del Conte,Tasca d'Almerita,Nero d'Avola,Contea di Sclafani,Sicily & Sardinia,Italy,45.0,90,37.7182588,13.8287267,585.530517578125
Estate,Sabina Vineyards,Cabernet Sauvignon,St. Helena,California,US,100.0,90,38.536767,-122.509253,119.7382736206055
Mountain Road Reserve,Vina Robles,Cabernet Sauvignon,Paso Robles,California,US,45.0,90,35.6462671,-120.6305511,259.5796203613281
IQUE,Enrique Foster,Malbec,Mendoza,Mendoza Province,Argentina,11.0,86,-33.0670422,-68.8964301,970.5093383789062
Ruttars,Puiatti,Pinot Grigio,Collio,Northeastern Italy,Italy,18.0,85,45.92950219999999,11.5621417,1534.172485351562
No. IV,Gabarda,Red Blend,Cariñena,Northern Spain,Spain,22.0,83,39.0913006,-0.5602545999999999,33.28341674804688
La Source du Château de Sours,Château de Sours,Bordeaux-style Red Blend,Bordeaux,Bordeaux,France,40.0,90,44.823453,-0.272746,56.75672149658203
Distraction,Pear Valley,Bordeaux-style Red Blend,Paso Robles,California,US,40.0,84,35.6365569,-120.6081236,289.6806640625
Burgonet,TR Elliott,Pinot Noir,Russian River Valley,California,US,44.0,91,38.4836416,-122.8175328,33.26132202148438
Frei Brothers Vineyards,Redwood Creek,Zinfandel,Lodi,California,US,8.0,87,38.125448,-121.2695121,14.97629070281982
Diamant Blanc Brut,Vranken,Chardonnay,Champagne,Champagne,France,140.0,85,,,
Klipsun Vineyard,Covington,Cabernet Sauvignon,Red Mountain,Washington,US,60.0,88,46.2979123,-119.4408562,376.1915588378906
Percydale,Redbank,Cabernet Sauvignon-Merlot,King Valley,Victoria,Australia,15.0,84,-36.9359831,143.3235128,278.1575317382812
Le Galoupet,Château du Galoupet,Rosé,Côtes de Provence La Londe,Provence,France,15.0,88,43.1326379,6.1987919,30.26991081237793
La Réserve,Château de Bregançon,Rosé,Côtes de Provence,Provence,France,20.0,90,43.1146777,6.3102732,34.71697616577148
Unus,Mendel,Bordeaux-style Red Blend,Mendoza,Mendoza Province,Argentina,50.0,92,28.1078379,-81.974667,54.26504898071289
Estate Reserve,Artesa,Chardonnay,Carneros,California,US,25.0,88,38.269161,-122.355377,92.42691040039062
Old Vine,Spellbound,Zinfandel,Lodi,California,US,15.0,88,38.1341477,-121.2722194,16.91690063476562
Brut,Roederer Estate,Sparkling Blend,Anderson Valley,California,US,23.0,87,39.108243,-123.5020026,81.6947250366211
Reserva,Loriñon,Tempranillo,Rioja,Northern Spain,Spain,18.0,86,42.2870733,-2.539603,976.5285034179688
Nazarenas Vineyard,Melipal,Malbec,Mendoza,Mendoza Province,Argentina,40.0,93,-33.101419,-68.900065,974
Camp Meeting Ridge Block 16,Flowers,Pinot Noir,Sonoma Coast,California,US,75.0,94,38.3976337,-122.7147806,35.30680847167969
Quail Series,Covey Run,Chardonnay,Columbia Valley (WA),Washington,US,9.0,85,47.7510741,-120.7401385,614.4942016601562
Reserve,Gia Domella,Zinfandel,Russian River Valley,California,US,65.0,81,38.4836416,-122.8175328,33.26132202148438
La Grande Roche Premier Cru,Louis Latour,Chardonnay,Montagny,Burgundy,France,25.0,89,,,
Private Selection,Robert Mondavi,Syrah,Central Coast,California,US,11.0,84,38.4412684,-122.4098023,47.40151596069336
La Brisa,Roessler,Pinot Noir,Sonoma Coast,California,US,30.0,90,38.289151,-122.458045,25.6252613067627
Estate,Round Pond,Cabernet Sauvignon,Rutherford,California,US,50.0,92,38.4638351,-122.4027529,46.05782699584961
Velida Estate,Gamache,Viognier,Columbia Valley (WA),Washington,US,18.0,88,47.7510741,-120.7401385,614.4942016601562
Rocca Sveva,Cantina di Soave,Garganega,Soave Classico,Veneto,Italy,15.0,87,45.4139675,11.2476507,30.3938045501709
Proximus,Adastra,Pinot Noir,Carneros,California,US,56.0,88,38.2917925,-122.4575641,25.03325462341309
Andreas Wallula Vineyard,Den Hoed,Cabernet Sauvignon,Horse Heaven Hills,Washington,US,80.0,91,47.7510741,-120.7401385,614.4942016601562
Clifton Hill Vineyard,Seia,Syrah,Wahluke Slope,Washington,US,30.0,90,46.7498928,-119.8342096,264.0513000488281
Dry Farmed,Rancho Arroyo Grande,Zinfandel,San Luis Obispo County,California,US,45.0,87,35.1315941,-120.5925092,70.9975814819336
Bin 128,Penfolds,Shiraz,Coonawarra,South Australia,Australia,22.0,90,-37.2918207,140.8201769,58.43614959716797
Clos Saint-Jean Premier Cru,Chanson Père et Fils,Chardonnay,Chassagne-Montrachet,Burgundy,France,115.0,92,46.9366204,4.7349971,235.0352935791016
Bandolero,Daniel Gehrs,Red Blend,Paso Robles,California,US,32.0,86,34.6664408,-120.1151335,249.9238891601562
Reserve,Concannon,Chardonnay,Edna Valley,California,US,18.0,87,36.778261,-119.4179324,145.0071258544922
The Vincent,Board Track Racer,Red Blend,Washington,Washington,US,20.0,87,47.732023,-122.1421233,17.50158309936523
Zellberg,Domaine Ostertag,Pinot Gris,Alsace,Alsace,France,58.0,93,48.362586,7.452469000000001,223.3607635498047
Late Harvest,Dolce,White Blend,Oakville,California,US,75.0,93,38.4257691,-122.4032493,56.63179397583008
Estate,David Arthur,Cabernet Sauvignon,Napa Valley,California,US,95.0,95,38.4676094,-122.348846,379.4537658691406
Morse Code,Henry's Drive Vignerons,Chardonnay,Padthaway,South Australia,Australia,9.0,86,-36.6270289,140.433893,32.39912796020508
Reserve,Cerro Prieto,Merlot,Paso Robles,California,US,39.0,83,35.5685279,-120.7605832,352.1505737304688
Cheval Napa Redwoods Estate,Yates Family Vineyard,Bordeaux-style Red Blend,Mount Veeder,California,US,40.0,92,38.3401593,-122.4098717,334.8636474609375
Perle de Roseline,Château Sainte Roseline,Rosé,Côtes de Provence,Provence,France,11.0,86,43.473399,6.513860999999999,112.9971237182617
Hudson Vineyard,Ramey,Chardonnay,Carneros,California,US,55.0,89,36.778261,-119.4179324,145.0071258544922
Trumpeter,Rutini,Malbec,Mendoza,Mendoza Province,Argentina,13.0,87,42.543038,-70.941,19.85090255737305
Polaris,Peconic Bay Winery,Riesling,North Fork of Long Island,New York,US,35.0,83,41.03202659999999,-72.4655993,9.523418426513672
Stillwater Creek Vineyard,Novelty Hill,Sauvignon Blanc,Columbia Valley (WA),Washington,US,18.0,91,47.7353849,-122.1534983,17.16434097290039
Twisted Sisters,Calcareous,Zinfandel,Paso Robles,California,US,25.0,86,35.6266248,-120.7521032,463.8961181640625
Old Vine,Seven Deadly Zins,Zinfandel,Lodi,California,US,16.0,91,38.1157776,-121.3719307,7.318686485290527
